SiteID;CoreID;Ecosystem;Specie;Min.D;Max.D;Age;DBD;OM;OC;Centro;h;POC
Santa Maria;SM15;Seagrass;Posidonia oceanica;69.35507514;70.48155246;796.6;1.00054966;3.612281758;1.2275258;69.9183138;2.2658176;0.027828784
Santa Maria;SM15;Seagrass;Posidonia oceanica;71.60198178;72.7166523;940.75;0.977769004;2.972917939;1.3525285;72.15931704;2.24100324;0.029636381
Santa Maria;SM15;Seagrass;Posidonia oceanica;73.82583941;74.92980531;1037.55;0.952179054;3.225806452;1.2713546;74.37782236;2.21850532;0.026856276
Santa Maria;SM15;Seagrass;Posidonia oceanica;76.02879968;77.12306025;1085.75;0.830314517;2.248690831;1.2370434;76.57592997;2.198107605;0.022577535
Santa Maria;SM15;Seagrass;Posidonia oceanica;78.21281339;79.29827464;1117.95;0.835836888;2.947175199;1.0673899;78.75554402;2.17961405;0.019445729
Santa Maria;SM15;Seagrass;Posidonia oceanica;80.37964922;81.45713256;1147.45;1.12444808;2.867198013;0.8896081;80.91839089;2.162846875;0.021635349
Santa Maria;SM15;Seagrass;Posidonia oceanica;82.53091074;83.60116093;1176.5;1.014305142;2.99803577;1.0512361;83.06603584;2.147644945;0.022899784
Santa Maria;SM15;Seagrass;Posidonia oceanica;84.66805183;85.73174409;1195.6;0.512082053;2.806620746;1.0446061;85.19989796;2.133862125;0.011414541
Santa Maria;SM15;Seagrass;Posidonia oceanica;86.79239066;87.85013717;1214.1;1.02215374;3.41617982;0.9999522;87.32126392;2.121365955;0.021682585
Santa Maria;SM15;Seagrass;Posidonia oceanica;88.90512231;89.95747813;1233;0.794186286;3.213262382;1.1142673;89.43130022;2.110036305;0.018672467
Santa Maria;SM15;Seagrass;Posidonia oceanica;91.00733034;92.05479869;1259.6;1.063039044;2.914955424;0.8884462;91.53106452;2.099764295;0.019831287
Santa Maria;SM15;Seagrass;Posidonia oceanica;93.09999714;94.14303426;1289.2;0.967024696;2.658788774;1.1354211;93.6215157;2.090451185;0.022952741
Santa Maria;SM15;Seagrass;Posidonia oceanica;95.1840134;96.22303296;1323;0.946886973;2.997112417;1.1578713;95.70352318;2.08200748;0.022826573
Santa Maria;SM15;Seagrass;Posidonia oceanica;97.26018664;98.29556368;1369.2;1.156005391;3.463203463;1.4031611;97.77787516;2.07435198;0.033647271
Santa Maria;SM15;Seagrass;Posidonia oceanica;99.32924903;100.3613236;1414.15;0.722014027;3.054435484;1.3629499;99.84528632;2.067411155;0.020344751
Santa Maria;SM15;Seagrass;Posidonia oceanica;101.3918644;102.4209447;1460.7;0.921255399;;1.5463897;101.9064046;2.061118235;0.0293631
Santa Maria;SM15;Seagrass;Posidonia oceanica;103.4486345;104.4750002;1507.8;0.806197581;3.160133698;1.3645732;103.9618174;2.0554128;0.022611917
Santa Maria;SM15;Seagrass;Posidonia oceanica;105.5001051;106.5240095;1566.1;0.766217764;2.556558791;1.1069074;106.0120573;2.05023995;0.017388743
Santa Maria;SM15;Seagrass;Posidonia oceanica;107.5467708;108.5684437;1596.9;1.088535485;1.661569827;1.0066645;108.0576073;2.04554995;0.022414932
Santa Maria;SM15;Seagrass;Posidonia oceanica;109.5890803;110.60873;1625.75;1.218039956;1.964057743;0.9499612;110.0989052;2.0412979;0.023619668
Santa Maria;SM15;Seagrass;Posidonia oceanica;111.6274401;112.6452555;1648.2;1.197483687;2.977692541;0.8676505;112.1363478;2.03744265;0.021168975
Santa Maria;SM15;Seagrass;Posidonia oceanica;113.6622189;114.6783712;1670.8;1.036208937;2.212082135;1.0365024;114.1702951;2.03394725;0.021845266
Santa Maria;SM15;Seagrass;Posidonia oceanica;115.6937512;116.7083956;1692.35;1.03863147;2.748796148;0.9141543;116.2010734;2.03077835;0.01928162
Santa Maria;SM15;Seagrass;Posidonia oceanica;117.7223398;118.7356172;1713.65;1.190924267;2.336680919;0.9226222;118.2289785;2.0279051;0.022282077
Santa Maria;SM15;Seagrass;Posidonia oceanica;119.7482597;120.7602977;1735.3;1.320060457;2.393927598;1.057595;120.2542787;2.0253002;0.028275
Santa Maria;SM15;Seagrass;Posidonia oceanica;121.7717599;122.7826741;1757.8;1.075337433;1.792347697;1.0130509;122.277217;2.0229383;0.022037314
Santa Maria;SM15;Seagrass;Posidonia oceanica;123.7930664;124.8029617;1780.65;0.865447308;1.86896902;0.9217996;124.2980141;2.02079705;0.016121292
Santa Maria;SM15;Seagrass;Posidonia oceanica;125.8123839;126.8213555;1803.25;0.952618492;2.780546143;1.034875;126.3168697;2.01885565;0.019902708
Santa Maria;SM15;Seagrass;Posidonia oceanica;127.8298981;128.8380321;1825.65;1.068060046;2.278970394;0.8527584;128.3339651;2.0170954;0.018371648
Santa Maria;SM15;Seagrass;Posidonia oceanica;129.8457773;130.853152;1847.75;0.898997159;2.187669499;0.965969;130.3494647;2.01549955;0.017502666
Santa Maria;SM15;Seagrass;Posidonia oceanica;131.8601741;132.8668604;1869.2;0.511239335;1.472452462;0.8946806;132.3635173;2.0140526;0.009212194
Santa Maria;SM15;Seagrass;Posidonia oceanica;133.873227;134.8792892;1889.95;1.027508056;1.99019053;0.8084354;134.3762581;2.01274085;0.016719313
Santa Maria;SM15;Seagrass;Posidonia oceanica;135.8850614;136.8905576;1912.85;0.589108336;2.227848101;0.922624;136.3878095;2.0115514;0.010933295
Santa Maria;SM25;Seagrass;Posidonia oceanica;1.012817825;2.241792338;;1.355343998;2.730174731;1.60193;1.627305082;1.627305082;0.035331498
Santa Maria;SM25;Seagrass;Posidonia oceanica;2.241792338;3.460254034;;1.356730257;2.064663504;1.2174056;2.851023186;1.223718105;0.020212042
Santa Maria;SM25;Seagrass;Posidonia oceanica;3.460254034;4.668685586;;1.273645779;2.527179096;1.0992383;4.06446981;1.213446624;0.016988741
Santa Maria;SM25;Seagrass;Posidonia oceanica;4.668685586;5.867547502;;1.274268429;2.798489397;1.1624984;5.268116544;1.203646734;0.01783004
Santa Maria;SM25;Seagrass;Posidonia oceanica;5.867547502;7.057279151;;1.410143503;2.566088893;1.0143869;6.462413327;1.194296783;0.017083593
Santa Maria;SM25;Seagrass;Posidonia oceanica;7.057279151;8.238299726;;1.42835941;1.673789174;1.0445141;7.647789439;1.185376112;0.017685119
Santa Maria;SM25;Seagrass;Posidonia oceanica;8.238299726;9.411009175;;1.009479633;2.640487475;1.0598292;8.824654451;1.176865012;0.012590996
Santa Maria;SM25;Seagrass;Posidonia oceanica;9.411009175;10.57578908;;1.105978185;3.072421361;1.0736841;9.993399128;1.168744677;0.013878506
Santa Maria;SM25;Seagrass;Posidonia oceanica;10.57578908;11.73300352;;1.114914603;3.376800311;1.2654114;11.1543963;1.160997173;0.016379646
Santa Maria;SM25;Seagrass;Posidonia oceanica;11.73300352;12.88299983;;1.325578238;2.863799631;1.5238119;12.30800168;1.153605375;0.023302043
Santa Maria;SM25;Seagrass;Posidonia oceanica;12.88299983;14.02610942;;1.146546562;3.564247852;1.4581832;13.45455463;1.14655295;0.019168931
Santa Maria;SM25;Seagrass;Posidonia oceanica;14.02610942;15.16264847;;1.164709645;3.862851068;1.5451215;14.59437895;1.13982432;0.020512483
Santa Maria;SM25;Seagrass;Posidonia oceanica;15.16264847;16.29291867;;1.320366256;3.822283519;1.5774759;15.72778357;1.133404625;0.023607072
Santa Maria;SM25;Seagrass;Posidonia oceanica;16.29291867;17.41720782;;1.06961089;3.510612541;1.5996878;16.85506325;1.127279675;0.019288246
Santa Maria;SM25;Seagrass;Posidonia oceanica;17.41720782;18.53579053;;1.306508071;4.480475871;1.6284586;17.97649918;1.12143593;0.023859607
Santa Maria;SM25;Seagrass;Posidonia oceanica;18.53579053;19.6489288;;1.02892606;5.588320603;2.3009056;19.09235967;1.11586049;0.02641757
Santa Maria;SM25;Seagrass;Posidonia oceanica;19.6489288;20.75687259;;1.081919339;5.164992826;1.8693046;20.2029007;1.11054103;0.02245999
Santa Maria;SM25;Seagrass;Posidonia oceanica;20.75687259;21.85986041;;1.208788961;4.147143854;1.8472593;21.3083665;1.105465805;0.024684462
Santa Maria;SM25;Seagrass;Posidonia oceanica;21.85986041;22.95811979;;1.25474139;4.181600956;1.6527833;22.4089901;1.1006236;0.022824904
Santa Maria;SM25;Seagrass;Posidonia oceanica;24.05186782;25.14131164;;1.329690128;3.429342067;1.2653801;24.59658973;2.18759963;0.036807751
Santa Maria;SM25;Seagrass;Posidonia oceanica;26.22664886;27.30806803;;1.535716859;3.834461116;1.1039788;26.76735845;2.170768715;0.036803188
Santa Maria;SM25;Seagrass;Posidonia oceanica;28.38574903;29.45986349;;1.341093594;2.628401597;1.1726988;28.92280626;2.155447815;0.033898703
Santa Maria;SM25;Seagrass;Posidonia oceanica;30.53057516;31.59804028;;1.147901549;2.830728174;1.3505124;31.06430772;2.14150146;0.033198739
Santa Maria;SM25;Seagrass;Posidonia oceanica;32.6624079;33.72382024;;1.267039943;3.053650287;1.4478946;33.19311407;2.12880635;0.03905381
Santa Maria;SM25;Seagrass;Posidonia oceanica;34.78241297;35.83831556;;1.695200514;2.982263381;1.3706892;35.31036427;2.117250195;0.049196278
Santa Maria;SM25;Seagrass;Posidonia oceanica;36.89165152;37.94253868;;1.466728174;2.435150873;1.4641451;37.4170951;2.106730835;0.045242105
Santa Maria;SM25;Seagrass;Posidonia oceanica;38.99108948;40.03741119;;1.318607767;2.784759224;1.2116208;39.51425034;2.097155235;0.033505255
Santa Maria;SM25;Seagrass;Posidonia oceanica;41.08160614;42.123772;;1.23319874;3.449283835;1.4987389;41.60268907;2.088438735;0.038599421
Santa Maria;SM25;Seagrass;Posidonia oceanica;43.1640019;44.20238475;;1.122558288;2.812831134;1.1581585;43.68319333;2.080504255;0.027048645
Santa Maria;SM25;Seagrass;Posidonia oceanica;45.23900534;46.27394459;;1.500555251;2.153875094;1.3497682;45.75647497;2.07328164;0.041992283
Santa Maria;SM25;Seagrass;Posidonia oceanica;47.30727968;48.33908428;;1.678417275;2.724252492;1.3894393;47.82318198;2.066707015;0.048196825
Santa Maria;SM25;Seagrass;Posidonia oceanica;49.36942864;50.39837981;;1.535927157;3.179954442;1.7432875;49.88390423;2.060722245;0.055177128
Santa Maria;SM25;Seagrass;Posidonia oceanica;51.42600176;52.45235551;;1.495857533;2.919124263;1.1756912;51.93917864;2.05527441;0.036145423
Santa Maria;SM25;Seagrass;Posidonia oceanica;53.47749929;54.50148866;;1.31618188;2.163529081;1.2479658;53.98949398;2.05031534;0.033677454
Santa Maria;SM25;Seagrass;Posidonia oceanica;55.52437661;56.54621372;;1.593646928;2.874475035;1.3173436;56.03529517;2.04580119;0.042949153
Santa Maria;SM25;Seagrass;Posidonia oceanica;57.56704823;58.58692617;;1.36716969;3.422294844;1.588003;58.0769872;2.041692035;0.044326554
Santa Maria;SM25;Seagrass;Posidonia oceanica;59.60589147;60.62398602;;1.713857104;3.642719161;1.5887282;60.11493875;2.037951545;0.055490427
Santa Maria;SM25;Seagrass;Posidonia oceanica;61.6412498;62.65772095;;1.639596165;2.413461538;1.4181735;62.14948538;2.03454663;0.047307926
Santa Maria;SM25;Seagrass;Posidonia oceanica;63.67343587;64.68842928;;1.701779053;2.83560353;1.1387327;64.18093258;2.0314472;0.039366835
Santa Maria;SM25;Seagrass;Posidonia oceanica;65.70273431;66.71638255;;1.830352149;3.188646208;1.39334;66.20955843;2.028625855;0.051736103
Santa Maria;SM25;Seagrass;Posidonia oceanica;67.72940416;68.74182792;;1.738170497;3.059566787;1.4357478;68.23561604;2.02605761;0.050561776
Santa Maria;SM25;Seagrass;Posidonia oceanica;69.75368127;70.76499041;;1.502870084;2.508313539;1.6158654;70.25933584;2.0237198;0.049144735
Santa Maria;SM25;Seagrass;Posidonia oceanica;71.77578031;72.78607482;;1.810526548;2.667546423;1.2081247;72.28092757;2.021591725;0.044219122
Santa Maria;SM25;Seagrass;Posidonia oceanica;75.81420827;76.82273845;;1.663699242;6.517135156;1.616981;76.31847336;4.037545795;0.108616848
Santa Maria;SM25;Seagrass;Posidonia oceanica;77.83087699;78.83864187;;1.628053311;2.403542062;1.3309701;78.33475943;2.01628607;0.043690707
Santa Maria;SM25;Seagrass;Posidonia oceanica;79.84605024;80.85311847;;1.521675733;2.664470497;1.1258609;80.34958436;2.014824925;0.034517884
Santa Maria;SM25;Seagrass;Posidonia oceanica;81.85986218;82.86629628;;1.393142867;3.095882176;1.1420497;82.36307923;2.013494875;0.032035477
Santa Maria;SM25;Seagrass;Posidonia oceanica;83.87243496;84.87829181;;1.440571235;3.259538389;1.1034675;84.37536339;2.012284155;0.031987743
Santa Maria;SM25;Seagrass;Posidonia oceanica;85.88387975;86.88921113;;1.326784517;3.277734678;1.212075;86.38654544;2.011182055;0.032343072
Santa Maria;SM25;Seagrass;Posidonia oceanica;87.89429773;88.8991508;;1.578254222;1.993093241;1.0186252;88.39672427;2.010178825;0.03231663
Es Port;EP05;Seagrass;Posidonia oceanica;0;1.007282505;0.45;0.37054442;20.03844746;11.0047184;0.503641253;0.503641253;0.020537166
Es Port;EP05;Seagrass;Posidonia oceanica;1.007282505;2.523106457;1.8;0.39225551;13.14648945;7.3011205;1.765194481;1.261553229;0.036129683
Es Port;EP05;Seagrass;Posidonia oceanica;2.523106457;4.012303584;3.1;0.305829585;10.72715709;6.4576991;3.267705021;1.50251054;0.029673914
Es Port;EP05;Seagrass;Posidonia oceanica;4.012303584;5.47624836;4.5;0.471182444;7.282415631;5.5803766;4.744275972;1.476570952;0.038824595
Es Port;EP05;Seagrass;Posidonia oceanica;5.47624836;6.916244314;7.4;0.538266063;8.732978094;5.7486972;6.196246337;1.451970365;0.044928734
Es Port;EP05;Seagrass;Posidonia oceanica;6.916244314;8.333527681;10.3;0.492940977;10.15338289;5.8538898;7.624885998;1.428639661;0.041225143
Es Port;EP05;Seagrass;Posidonia oceanica;8.333527681;9.729270887;13.4;0.403500576;9.647779479;5.879824;9.031399284;1.406513287;0.033369702
Es Port;EP05;Seagrass;Posidonia oceanica;9.729270887;11.10458583;16.6;0.361099058;11.72487182;6.531203;10.41692836;1.385529075;0.032676474
Es Port;EP05;Seagrass;Posidonia oceanica;11.10458583;12.46052703;18.75;0.338200641;12.66268715;7.5330046;11.78255643;1.365628072;0.034791656
Es Port;EP05;Seagrass;Posidonia oceanica;12.46052703;13.79809454;22.3;0.442367722;9.340554922;5.5268564;13.12931079;1.346754355;0.032926836
Es Port;EP05;Seagrass;Posidonia oceanica;13.79809454;15.11823682;26.05;0.524193577;10.75547866;6.1033075;14.45816568;1.328854895;0.042514249
Es Port;EP05;Seagrass;Posidonia oceanica;15.11823682;16.42185336;28.6;0.547188795;11.35510511;6.1954808;15.77004509;1.31187941;0.044473993
Es Port;EP05;Seagrass;Posidonia oceanica;16.42185336;17.70979722;33.63333333;0.656567856;8.600795113;5.6231828;17.06582529;1.2957802;0.047840219
Es Port;EP05;Seagrass;Posidonia oceanica;17.70979722;18.98287742;39.25;0.457641814;11.49618774;6.6720817;18.34633732;1.28051203;0.039099456
Es Port;EP05;Seagrass;Posidonia oceanica;18.98287742;20.24186123;43;0.481263247;12.41999814;6.8386069;19.61236933;1.266032005;0.041667268
Es Port;EP05;Seagrass;Posidonia oceanica;20.24186123;21.48747629;47.9;0.475762275;10.90891585;7.7197484;20.86466876;1.252299435;0.045994016
Es Port;EP05;Seagrass;Posidonia oceanica;21.48747629;22.72041271;56.83333333;0.491057482;9.383145091;4.8267591;22.1039445;1.23927574;0.029373514
Es Port;EP05;Seagrass;Posidonia oceanica;22.72041271;23.94132495;65.8;0.660906806;7.686608631;6.1638123;23.33086883;1.22692433;0.049981284
Es Port;EP05;Seagrass;Posidonia oceanica;23.94132495;25.15083371;72.8;0.575166207;6.404547608;4.338869;24.54607933;1.2152105;0.030326439
Es Port;EP05;Seagrass;Posidonia oceanica;25.15083371;26.34952762;80.85;0.726487331;6.285150469;4.6858645;25.75018067;1.204101335;0.040990273
Es Port;EP05;Seagrass;Posidonia oceanica;27.53796496;28.71667517;106;0.643349248;7.082452431;4.5702936;28.12732007;2.3771394;0.06989491
Es Port;EP05;Seagrass;Posidonia oceanica;29.88616036;31.04689672;125.85;0.521463972;8.231053965;5.363643;30.46652854;2.339208475;0.065426412
Es Port;EP05;Seagrass;Posidonia oceanica;32.19933587;33.34390612;143.65;0.549250407;7.453895916;4.3311786;32.771621;2.305092455;0.054835881
Es Port;EP05;Seagrass;Posidonia oceanica;34.48101365;35.6110437;157.7666667;0.632573737;9.352728693;5.1371193;35.04602868;2.27440768;0.073909306
Es Port;EP05;Seagrass;Posidonia oceanica;36.73436159;37.85131382;172.65;0.701982835;8.643503094;5.1534433;37.29283771;2.24680903;0.081281209
Es Port;EP05;Seagrass;Posidonia oceanica;38.96222897;40.06741869;184.8;0.615508653;10.51540563;5.520886;39.51482383;2.221986125;0.075506491
Es Port;EP05;Seagrass;Posidonia oceanica;41.16717851;42.26178873;197.05;0.658017083;9.270311898;5.2796519;41.71448362;2.19965979;0.076418406
Es Port;EP05;Seagrass;Posidonia oceanica;43.35151518;44.43660994;209.35;0.683306927;8.621840725;5.1449791;43.89406256;2.17957894;0.076625274
Es Port;EP05;Seagrass;Posidonia oceanica;45.51731212;46.59384845;229;0.780793013;7.299197782;4.1245484;46.05558029;2.161517725;0.069609918
Es Port;EP05;Seagrass;Posidonia oceanica;47.66643397;48.73527264;242.4;0.866747725;7.810475662;4.9308842;48.20085331;2.14527302;0.091685379
Es Port;EP05;Seagrass;Posidonia oceanica;49.80055785;50.86247303;256.1;0.71400241;7.632573822;4.2267074;50.33151544;2.130662135;0.064300811
Es Port;EP05;Seagrass;Posidonia oceanica;51.92119216;52.97688021;269.85;0.80932964;6.842352941;4.1064148;52.44903619;2.117520745;0.070374599
Es Port;EP05;Seagrass;Posidonia oceanica;54.02969364;55.07978084;283.9;0.835349774;6.966701852;4.3650665;54.55473724;2.105701055;0.076781384
Es Port;EP05;Seagrass;Posidonia oceanica;56.12728254;57.17233221;298.8;0.841904798;6.202990064;4.2588924;56.64980738;2.095070135;0.075120457
Es Port;EP05;Seagrass;Posidonia oceanica;58.21505641;59.25557519;315.85;0.897827546;5.666171372;4.5057287;58.7353158;2.085508425;0.084366477
Es Port;EP05;Seagrass;Posidonia oceanica;60.29400239;61.33044598;333.2;0.926138689;5.271243399;3.8859315;60.81222419;2.076908385;0.074746095
Es Port;EP05;Seagrass;Posidonia oceanica;62.36500835;63.39778661;1420.2;0.904660205;6.124763705;3.6790513;62.88139748;2.069173295;0.068868115
Es Port;EP05;Seagrass;Posidonia oceanica;64.42887285;65.45835443;1438.55;1.170732809;4.891956783;3.6966521;64.94361364;2.06221616;0.089248424
Es Port;EP05;Seagrass;Posidonia oceanica;66.48631417;67.51283062;1461.433333;0.943796565;4.274325233;3.4899358;66.9995724;2.055958755;0.067718952
Es Port;EP05;Seagrass;Posidonia oceanica;68.5379783;69.56182786;1484.3;0.975222201;5.914449966;4.3904335;69.04990308;2.050330685;0.087787947
Es Port;EP05;Seagrass;Posidonia oceanica;70.5844463;71.60589717;1502.4;0.892553366;5.558172398;3.4930442;71.09517174;2.045268655;0.063765921
Es Port;EP05;Seagrass;Posidonia oceanica;72.62624076;73.6455342;1520.4;0.874371301;4.988146041;4.1693478;73.13588748;2.040715745;0.074395477
Es Port;EP05;Seagrass;Posidonia oceanica;74.66383172;75.68118473;1538.45;0.949631988;6.766917293;4.4746696;75.17250823;2.036620745;0.086541909
Es Port;EP05;Seagrass;Posidonia oceanica;76.69764197;77.71324968;1556.15;0.865484357;5.463688231;4.2379436;77.20544583;2.0329376;0.074565587
Es Port;EP05;Seagrass;Posidonia oceanica;78.72805173;79.7420897;1573.95;0.988266028;5.743879473;4.6699439;79.23507072;2.02962489;0.09367017
Es Port;EP05;Seagrass;Posidonia oceanica;80.75540302;81.76802912;1591.55;0.975942605;5.557066449;3.4148317;81.26171607;2.026645355;0.067541599
Es Port;EP05;Seagrass;Posidonia oceanica;82.78000345;83.79135967;1609.05;0.837232604;5.095238095;3.4265468;83.28568156;2.02396549;0.05806386
Es Port;EP05;Seagrass;Posidonia oceanica;84.80212968;85.81234375;1626.25;0.852707413;4.390382971;3.8035382;85.30723672;2.021555155;0.065565204
Es Port;EP05;Seagrass;Posidonia oceanica;86.82203056;87.83121734;1643.3;0.925161605;4.87987988;3.4531204;87.32662395;2.019387235;0.064513251
Es Port;EP05;Seagrass;Posidonia oceanica;88.8399299;89.84819271;1660.75;1.234992204;5.223119028;3.9545824;89.34406131;2.017437355;0.098529188
Es Port;EP05;Seagrass;Posidonia oceanica;90.856029;91.86346079;1678.15;1.008295526;4.682209539;3.5549225;91.3597449;2.01568359;0.072250414
Es Port;EP05;Seagrass;Posidonia oceanica;92.87050894;93.87719327;1695.35;0.811672849;4.523721957;3.5620834;93.37385111;2.01410621;0.058232773
Es Port;EP05;Seagrass;Posidonia oceanica;94.88353255;95.8895446;1712.4;0.764944849;4.413619168;3.1270115;95.38653858;2.01268747;0.04814331
Es Port;EP05;Seagrass;Posidonia oceanica;96.8952463;97.90065369;1729.8;1.34821106;4.091251885;2.8401926;97.39795;2.01141142;0.077020545
